WKT,nama,deskripsi
"POLYGON ((106.7242854 -6.0877556, 106.7181056 -6.092535, 106.7023127 -6.0979971, 106.6878932 -6.0959488, 106.6885798 -6.1055074, 106.6961329 -6.1102867, 106.6920131 -6.1184795, 106.6865199 -6.1287205, 106.6899531 -6.1382785, 106.68446 -6.1451055, 106.6865199 -6.1587593, 106.6878932 -6.1683168, 106.7016261 -6.1792394, 106.7160457 -6.1867486, 106.7181056 -6.1915271, 106.7235988 -6.1908444, 106.7242854 -6.2058623, 106.7229121 -6.2089341, 106.7198222 -6.2106407, 106.7189639 -6.2142244, 106.7179339 -6.2186613, 106.7172473 -6.2242928, 106.73716 -6.2236102, 106.7378466 -6.2253167, 106.7399066 -6.2261699, 106.7407649 -6.2283884, 106.7429965 -6.2275351, 106.7436831 -6.2292416, 106.7450564 -6.2307774, 106.7441981 -6.2338491, 106.7440265 -6.2370913, 106.7469447 -6.2374326, 106.747288 -6.2493777, 106.7527812 -6.2500602, 106.7539828 -6.255862, 106.7544978 -6.2592748, 106.7514079 -6.2608105, 106.7529528 -6.2623462, 106.7563861 -6.261493, 106.7557385 -6.2634767, 106.7521336 -6.2660363, 106.7536786 -6.2682545, 106.7507603 -6.2720085, 106.7521336 -6.2755918, 106.7571118 -6.274568, 106.7574551 -6.2788338, 106.7622616 -6.2781513, 106.7607167 -6.2846353, 106.7670682 -6.2868534, 106.7675831 -6.288901, 106.7656949 -6.2894129, 106.7684415 -6.2923135, 106.7677548 -6.2938492, 106.7715314 -6.2998211, 106.773248 -6.2984561, 106.773763 -6.2996505, 106.7723897 -6.3011861, 106.771188 -6.3032336, 106.773248 -6.3047692, 106.7751362 -6.3035748, 106.7746213 -6.3068167, 106.7742779 -6.3086935, 106.7730763 -6.3102291, 106.7759946 -6.3114234, 106.7773678 -6.3155183, 106.7789128 -6.3167127, 106.7895558 -6.316542, 106.7905858 -6.3141534, 106.794534 -6.3155183, 106.8089535 -6.314324, 106.8086102 -6.3184189, 106.8063786 -6.3235374, 106.8029454 -6.3284853, 106.8014004 -6.3334331, 106.7986539 -6.3382102, 106.7991688 -6.343158, 106.7967656 -6.3467408, 106.7947056 -6.3453759, 106.7921307 -6.3482763, 106.794019 -6.351006, 106.7923024 -6.3528827, 106.7938473 -6.3552712, 106.792474 -6.3591951, 106.793504 -6.3627778, 106.794534 -6.3649956, 106.7991688 -6.3651662, 106.8026021 -6.3636308, 106.8075802 -6.3643132, 106.8120434 -6.3643132, 106.8129017 -6.3607305, 106.815305 -6.3576596, 106.81685 -6.3559536, 106.8237164 -6.356636, 106.8297246 -6.3562948, 106.8367627 -6.3552712, 106.8355611 -6.3506648, 106.8393376 -6.3513472, 106.837621 -6.3474232, 106.8398526 -6.3463996, 106.8398526 -6.3438404, 106.8372777 -6.3436698, 106.8359044 -6.3450347, 106.8341878 -6.344011, 106.838136 -6.3412812, 106.8408826 -6.3421343, 106.8463757 -6.3416225, 106.8475773 -6.337869, 106.8496373 -6.3365041, 106.8525555 -6.3376984, 106.8498089 -6.3402576, 106.8522122 -6.3426461, 106.8542721 -6.3433286, 106.8544438 -6.3462289, 106.8559888 -6.347082, 106.8568471 -6.3496411, 106.8561604 -6.351859, 106.8625119 -6.357489, 106.8716099 -6.3535651, 106.8738415 -6.3564654, 106.8719533 -6.3609011, 106.8831113 -6.3653368, 106.8827679 -6.3701137, 106.8889477 -6.3689195, 106.8987324 -6.3707961, 106.9068005 -6.3617542, 106.914182 -6.3655075, 106.9152119 -6.3561242, 106.9176152 -6.3554418, 106.9162419 -6.3539063, 106.9171002 -6.347935, 106.9193318 -6.3416225, 106.9203618 -6.3312151, 106.9188168 -6.3278028, 106.9212201 -6.3245611, 106.9208768 -6.3208075, 106.9217351 -6.3167127, 106.9229367 -6.3133003, 106.9203618 -6.3105703, 106.9213917 -6.3068167, 106.9212201 -6.3005036, 106.9177869 -6.2982855, 106.9128087 -6.2969205, 106.9100621 -6.297603, 106.9117787 -6.2936786, 106.9095471 -6.2863416, 106.9088605 -6.2772981, 106.9095471 -6.272691, 106.9040539 -6.2697903, 106.9047406 -6.263818, 106.9080022 -6.2578457, 106.9153836 -6.2592108, 106.9179585 -6.2564806, 106.9164136 -6.2523852, 106.9203618 -6.2503376, 106.9234517 -6.2551155, 106.9328931 -6.2535797, 106.9395878 -6.2535797, 106.944051 -6.2513614, 106.9428494 -6.2363448, 106.9457677 -6.2331025, 106.9479993 -6.2233756, 106.9529774 -6.2196213, 106.9598439 -6.2160376, 106.9588139 -6.2136485, 106.9607022 -6.2138191, 106.9627621 -6.2134778, 106.9665387 -6.2030679, 106.9665387 -6.1986308, 106.966882 -6.1941937, 106.9703152 -6.1936817, 106.9708302 -6.1870259, 106.9716885 -6.1774688, 106.9703152 -6.1655221, 106.9727185 -6.1525512, 106.9720318 -6.1428228, 106.9694569 -6.1022004, 106.968427 -6.0926417, 106.9651654 -6.0934952, 106.9596722 -6.091959, 106.957784 -6.096909, 106.956239 -6.0934952, 106.9545224 -6.0887158, 106.9504025 -6.0892279, 106.9507458 -6.0950314, 106.9485142 -6.09469, 106.9479993 -6.0900813, 106.946111 -6.09469, 106.946626 -6.0967383, 106.9399312 -6.0972504, 106.9371846 -6.0953728, 106.9277432 -6.0970797, 106.9249966 -6.0977625, 106.923795 -6.0815467, 106.8987324 -6.0830829, 106.9001057 -6.0911055, 106.9196751 -6.0914469, 106.9172719 -6.0975918, 106.8837979 -6.0962262, 106.8803647 -6.0940073, 106.8779614 -6.0940073, 106.8765881 -6.0914469, 106.8753865 -6.0960556, 106.8743565 -6.0992987, 106.8772748 -6.0998107, 106.8788197 -6.1006642, 106.8765881 -6.1015176, 106.8743565 -6.101859, 106.8628552 -6.113295, 106.8607953 -6.1080038, 106.8575337 -6.1086865, 106.8534138 -6.1091986, 106.8571904 -6.1168794, 106.8513539 -6.1185863, 106.8460324 -6.1204638, 106.8295529 -6.1202931, 106.8271496 -6.1151726, 106.8146184 -6.1136364, 106.8159917 -6.1190983, 106.8096402 -6.1182449, 106.804662 -6.09469, 106.8024304 -6.0943486, 106.8039754 -6.1023711, 106.8024304 -6.1022004, 106.8001988 -6.0943486, 106.7976239 -6.0957142, 106.7998555 -6.1071503, 106.7969372 -6.1074917, 106.7959073 -6.0965676, 106.794019 -6.0965676, 106.7941907 -6.0923003, 106.7902424 -6.0921297, 106.7897275 -6.1061262, 106.7852643 -6.1076624, 106.7804577 -6.1069796, 106.7775395 -6.1037366, 106.7739346 -6.1015176, 106.7696431 -6.1016883, 106.7670682 -6.0989573, 106.7531636 -6.1001521, 106.7541936 -6.0929831, 106.7588284 -6.0771086, 106.7564252 -6.0742067, 106.7511037 -6.0724997, 106.7497304 -6.0759137, 106.7473271 -6.0800104, 106.7437222 -6.0839364, 106.7414906 -6.0859847, 106.7346242 -6.0815467, 106.7322209 -6.0806932, 106.7284444 -6.0844485, 106.7242854 -6.0877556))",DKI Jakarta,
